Datetime,Number,Latitude,Longitude,Mean_intensity,ETA
2020-11-25 19:35:30,99,-2,-86,1120,2020-11-25 09:34
2020-11-25 19:35:30,100,-2,-76,2067,2020-11-24 11:57
2020-11-25 19:35:30,105,0,-105,1744,2020-11-27 05:38
2020-11-25 19:35:30,106,2,-112,1599,2020-11-27 19:03
2020-11-25 19:35:30,114,8,-89,1237,2020-11-25 18:05
2020-11-25 19:35:30,115,11,-78,1505,2020-11-24 17:23
2020-11-25 19:35:30,116,16,-100,1425,2020-11-26 18:42
2020-11-25 19:35:30,124,18,-80,1684,2020-11-24 20:28
2020-11-25 19:35:30,127,19,-89,2009,2020-11-25 16:33
2020-11-25 19:35:30,128,24,-141,1701,2020-11-29 15:44
2020-11-25 19:35:30,129,35,-100,2110,2020-11-26 19:18
2020-11-25 19:35:30,133,28,-79,1530,2020-11-24 18:21
2020-11-25 19:35:30,157,49,-77,2027,2020-11-24 14:45
2020-11-25 19:35:30,160,55,-89,1495,2020-11-25 16:15
2020-11-25 19:35:30,173,65,-77,1624,2020-11-24 14:49
2020-11-26 03:45:30,1,-28,-96,3469,2020-11-26 16:57
2020-11-26 03:45:30,3,-23,-142,3389,2020-11-30 01:53
2020-11-26 03:45:30,6,34,-95,3558,2020-11-26 16:02
2020-11-26 04:25:30,1,-28,-95,3459,2020-11-26 16:20
2020-11-26 04:25:30,3,-23,-142,3424,2020-11-30 02:24
2020-11-26 04:25:30,5,33,-95,3445,2020-11-26 14:48
2020-11-26 06:25:30,1,-28,-94,3422,2020-11-26 16:19
2020-11-26 06:25:30,3,-23,-141,3440,2020-11-30 02:28
2020-11-26 06:25:30,5,33,-93,3482,2020-11-26 13:04
2020-11-26 19:35:30,1,-29,-87,3462,2020-11-26 13:18
2020-11-26 19:35:30,2,-23,-134,3627,2020-11-30 06:16
2020-11-27 04:25:30,1,-29,-83,3420,2020-11-26 11:14
2020-11-27 04:25:30,2,-23,-130,3685,2020-11-30 09:14
2020-11-27 04:25:30,5,35,-84,2977,2020-11-26 14:43
2020-11-27 06:25:30,1,-29,-81,3491,2020-11-26 10:33
2020-11-27 06:25:30,2,-22,-130,3651,2020-11-30 11:00
2020-11-27 06:25:30,6,36,-84,2986,2020-11-26 15:57
2020-11-27 19:45:30,2,-23,-117,3549,2020-11-30 04:55
2020-11-27 19:45:30,7,35,-77,3184,2020-11-26 14:59
2020-11-28 04:25:30,2,-24,-113,3517,2020-11-30 05:33
2020-11-28 04:25:30,6,27,-145,3123,2020-12-02 07:23
2020-11-28 06:25:30,2,-23,-111,3579,2020-11-30 04:01
2020-11-28 06:25:30,5,27,-143,4076,2020-12-02 05:46
2020-11-28 19:45:30,70,-61,-97,1210,2020-11-29 12:22
2020-11-28 19:45:30,71,-59,-77,2008,2020-11-27 13:55
2020-11-28 19:45:30,72,-58,-124,1897,2020-12-01 16:22
2020-11-28 19:45:30,77,-44,-81,1424,2020-11-27 23:55
2020-11-28 19:45:30,86,-22,-119,2260,2020-12-01 06:44
2020-11-28 19:45:30,111,-5,-87,1370,2020-11-28 12:23
2020-11-28 19:45:30,112,-2,-98,1388,2020-11-29 14:52
2020-11-28 19:45:30,118,1,-130,1567,2020-12-02 00:27
2020-11-28 19:45:30,119,1,-86,1517,2020-11-28 09:54
2020-11-28 19:45:30,121,6,-101,1367,2020-11-29 19:38
2020-11-28 19:45:30,125,11,-108,1334,2020-11-30 11:21
2020-11-28 19:45:30,129,17,-77,1452,2020-11-27 14:47
2020-11-28 19:45:30,131,13,-94,1436,2020-11-29 03:58
2020-11-28 19:45:30,136,16,-131,1593,2020-12-02 01:41
2020-11-28 19:45:30,137,21,-92,1496,2020-11-28 23:16
2020-11-28 19:45:30,143,25,-109,1201,2020-11-30 12:54
2020-11-28 19:45:30,145,26,-102,2339,2020-11-29 23:56
2020-11-28 19:45:30,146,27,-85,2162,2020-11-28 08:15
2020-11-28 19:45:30,147,30,-100,1577,2020-11-29 17:30
2020-11-28 19:45:30,150,32,-111,1426,2020-11-30 16:52
2020-11-28 19:45:30,156,47,-129,1442,2020-12-01 23:27
2020-11-28 19:45:30,165,61,-114,1356,2020-11-30 23:42
2020-11-28 19:45:30,172,68,-79,1339,2020-11-27 17:43
2020-11-28 19:45:30,179,73,-124,1935,2020-12-01 16:25
2020-11-29 04:25:30,2,-22,-98,3530,2020-11-29 22:13
2020-11-29 06:25:30,2,-22,-96,3435,2020-11-29 20:53
2020-11-29 19:45:30,1,-25,-97,3521,2020-11-30 10:49
2020-11-29 19:45:30,4,-18,-131,3844,2020-12-03 02:43
2020-11-30 04:25:30,1,-24,-89,3593,2020-11-30 03:03
2020-11-30 04:25:30,4,-18,-125,3901,2020-12-03 02:19
2020-11-30 06:25:30,2,-24,-88,3515,2020-11-30 01:59
2020-11-30 06:25:30,4,-17,-124,3826,2020-12-03 02:15
2020-11-30 19:45:30,1,-24,-81,3628,2020-11-29 23:56
2020-11-30 19:45:30,4,-18,-116,3621,2020-12-03 02:37
2020-12-01 04:16:15,1,-26,-77,3411,2020-11-29 22:39
2020-12-01 06:25:30,4,-18,-110,3423,2020-12-03 01:26
2020-12-01 19:45:30,4,-17,-103,3320,2020-12-03 01:56
2020-12-02 19:45:30,4,-17,-90,3452,2020-12-02 19:12
2020-12-03 03:55:30,3,-17,-85,3389,2020-12-02 15:53
2020-12-03 03:55:30,3,-17,-85,3389,2020-12-02 15:53
2020-12-03 19:45:30,4,-17,-75,3685,2020-12-02 11:14
2020-12-04 19:45:30,1,-35,-134,3540,2020-12-08 07:04
2020-12-05 04:05:30,1,-37,-131,3342,2020-12-08 11:18
2020-12-05 06:25:30,1,-37,-129,3806,2020-12-08 09:50
2020-12-06 06:25:30,1,-36,-113,3671,2020-12-08 07:13
2020-12-06 19:55:30,1,-36,-106,3450,2020-12-08 06:55
2020-12-07 04:25:30,1,-36,-101,4112,2020-12-08 04:37
2020-12-07 06:25:30,1,-37,-100,3595,2020-12-08 05:56
2020-12-08 19:55:30,1,-27,-137,3922,2020-12-12 11:38
2020-12-09 17:55:30,1,-24,-128,3537,2020-12-12 20:19
2020-12-10 04:25:30,1,-27,-112,3720,2020-12-12 02:56
2020-12-10 06:25:30,1,-27,-110,3693,2020-12-12 01:21
2020-12-10 06:25:30,3,-24,-119,4456,2020-12-12 17:33
2020-12-10 19:15:30,1,-26,-102,3290,2020-12-11 21:45
2020-12-10 19:15:30,3,-24,-111,3490,2020-12-12 17:20
2020-12-10 19:15:30,4,-14,-123,2723,2020-12-13 13:16
2020-12-11 04:25:30,1,-26,-99,3324,2020-12-12 01:40
2020-12-11 04:25:30,2,-23,-135,3443,2020-12-14 16:35
2020-12-11 04:25:30,3,-14,-117,2643,2020-12-13 13:28
2020-12-11 04:45:30,1,-26,-97,3364,2020-12-11 20:09
2020-12-11 04:45:30,2,-24,-106,2958,2020-12-12 17:10
2020-12-11 04:45:30,3,-23,-135,3479,2020-12-14 17:02
2020-12-11 04:45:30,4,-14,-117,2497,2020-12-13 13:16
2020-12-11 19:55:00,1,-21,-83,4707,2020-12-11 04:53
2020-12-12 01:35:30,1,-24,-84,3308,2020-12-11 11:18
2020-12-12 01:35:30,2,-24,-121,3486,2020-12-14 16:08
2020-12-12 01:35:30,3,-14,-104,2783,2020-12-13 09:08
2020-12-12 04:25:30,1,-24,-82,3219,2020-12-11 10:47
2020-12-12 04:25:30,2,-24,-119,3443,2020-12-14 16:24
2020-12-12 04:25:30,3,-24,-98,2968,2020-12-12 22:56
2020-12-12 04:25:30,4,-14,-103,2748,2020-12-13 10:04
2020-12-12 06:25:30,1,-24,-82,3361,2020-12-11 11:26
2020-12-12 06:25:30,2,-24,-118,3525,2020-12-14 15:59
2020-12-12 06:25:30,3,-14,-102,2826,2020-12-13 09:44
2020-12-12 06:25:30,4,-13,-121,4193,2020-12-14 21:35
2020-12-12 19:55:30,1,-26,-75,3404,2020-12-11 11:27
2020-12-12 19:55:30,2,-24,-110,4166,2020-12-14 16:24
2020-12-12 19:55:30,3,-14,-95,3047,2020-12-13 06:24
2020-12-12 19:55:30,4,-14,-113,2628,2020-12-14 21:47
2020-12-13 04:25:30,2,-24,-80,5444,2020-12-12 06:24
2020-12-13 04:25:30,3,-14,-89,2969,2020-12-13 02:44
2020-12-13 04:25:30,4,-14,-109,2387,2020-12-14 21:23
2020-12-13 05:55:30,4,-25,-105,3333,2020-12-14 15:11
2020-12-13 05:55:30,5,-14,-108,2636,2020-12-14 20:59
2020-12-13 05:55:30,6,-14,-89,3076,2020-12-13 03:45
2020-12-13 17:05:30,2,-14,-82,3098,2020-12-12 22:56
2020-12-13 17:05:30,3,-14,-101,2635,2020-12-14 18:52
2020-12-14 03:45:30,6,-34,-120,2195,2020-12-16 17:45
2020-12-14 03:45:30,9,-30,-92,5163,2020-12-14 08:12
2020-12-14 03:45:30,10,-25,-95,2780,2020-12-14 15:12
2020-12-14 03:45:30,12,-25,-87,3378,2020-12-13 20:25
2020-12-14 03:45:30,15,-15,-75,2907,2020-12-12 19:16
2020-12-14 03:45:30,16,-15,-95,2685,2020-12-14 15:41
2020-12-14 03:45:30,17,-10,-102,3238,2020-12-15 07:28
2020-12-14 03:45:30,18,17,-98,5212,2020-12-14 21:21
2020-12-14 06:25:30,2,-24,-93,3554,2020-12-14 12:31
2020-12-14 06:25:30,5,-14,-94,2582,2020-12-14 15:19
2020-12-14 20:05:30,4,-14,-86,2624,2020-12-14 11:32
2020-12-15 01:25:30,5,-14,-83,3425,2020-12-14 10:03
2020-12-15 03:55:30,5,-14,-82,3518,2020-12-14 09:16
2020-12-15 03:55:30,5,-14,-82,3518,2020-12-14 09:16
2020-12-17 04:25:30,1,-23,-143,4243,2020-12-21 03:27
2020-12-17 06:25:30,1,-22,-138,4156,2020-12-20 23:07
2020-12-17 21:35:30,1,-22,-129,4075,2020-12-21 00:59
2020-12-18 01:05:30,1,-22,-128,4166,2020-12-21 02:59
2020-12-18 04:25:30,1,-22,-124,4098,2020-12-21 00:06
2020-12-18 06:25:30,1,-22,-123,4140,2020-12-21 01:16
2020-12-18 20:05:30,1,-22,-115,3986,2020-12-21 00:36
2020-12-19 01:35:30,1,-22,-112,3792,2020-12-21 00:14
2020-12-19 04:25:30,1,-22,-110,3759,2020-12-20 23:14
2020-12-19 06:05:30,1,-22,-109,3756,2020-12-20 23:51
2020-12-19 21:35:30,1,-23,-100,3670,2020-12-20 20:00
2020-12-20 04:25:29,1,-22,-96,3523,2020-12-20 17:57
2020-12-20 06:25:30,1,-22,-95,3542,2020-12-20 17:15
2020-12-20 20:05:30,1,-23,-86,3634,2020-12-20 11:48
2020-12-21 01:05:30,1,-24,-83,3590,2020-12-20 09:04
2020-12-21 01:05:30,1,-24,-83,3590,2020-12-20 09:04
2020-12-21 01:05:30,1,-24,-83,3590,2020-12-20 09:04
2020-12-21 20:25:30,3,-19,-77,4098,2020-12-20 14:46
2020-12-21 20:25:30,4,-17,-99,4423,2020-12-22 16:53
2020-12-22 04:25:30,3,26,-142,3176,2020-12-26 03:02
2020-12-22 21:05:30,3,-18,-85,3124,2020-12-22 09:19
2020-12-22 21:05:30,6,26,-129,3102,2020-12-26 00:11
2020-12-23 20:05:30,2,-23,-83,2703,2020-12-23 03:45
2020-12-23 20:05:30,7,27,-113,2769,2020-12-25 22:09
2020-12-24 01:35:30,2,-23,-79,2799,2020-12-23 01:12
2020-12-24 04:25:30,2,-23,-78,3009,2020-12-23 01:06
2020-12-24 06:05:30,2,-23,-77,2923,2020-12-23 01:53
2021-01-09 21:05:30,1,-20,-77,2537,2021-01-08 16:19
2021-01-10 21:05:30,2,6,-140,2731,2021-01-14 15:52
2021-01-11 01:35:30,2,6,-136,2918,2021-01-14 15:25
2021-01-11 04:25:30,2,6,-133,2894,2021-01-14 13:57
2021-01-11 06:25:30,2,6,-132,2914,2021-01-14 14:00
2021-01-11 15:45:30,2,6,-126,2591,2021-01-14 14:46
2021-01-12 21:35:30,2,6,-109,3436,2021-01-14 14:22
2021-01-13 06:35:30,2,5,-104,4007,2021-01-14 13:02
2021-01-14 21:05:30,1,-19,-134,3903,2021-01-18 08:18
2021-01-15 01:35:30,1,-19,-134,3865,2021-01-18 13:00
2021-01-15 03:35:30,1,-19,-130,3782,2021-01-18 08:52
2021-01-15 04:25:30,1,-18,-129,3878,2021-01-18 07:53
2021-01-15 06:35:30,1,-19,-126,3651,2021-01-18 05:15
2021-01-15 21:05:30,1,-17,-114,3767,2021-01-18 00:47
2021-01-16 01:35:30,1,-18,-112,3460,2021-01-18 00:14
2021-01-16 04:25:30,1,-17,-110,3451,2021-01-18 00:41
2021-01-16 06:25:30,1,-18,-110,3428,2021-01-18 01:48
2021-01-16 20:45:30,1,-17,-102,3460,2021-01-18 00:18
2021-01-17 03:15:30,1,-17,-98,3407,2021-01-17 21:16
2021-01-17 03:15:30,1,-17,-98,3407,2021-01-17 21:16
2021-01-17 18:18:10,1,-19,-92,4036,2021-01-17 22:54
2021-01-18 01:45:30,1,-17,-85,3165,2021-01-17 14:04
2021-01-18 03:45:30,1,-17,-84,3051,2021-01-17 13:23
2021-01-18 19:45:30,2,20,-140,2947,2021-01-22 15:45
2021-01-19 00:15:30,5,12,-90,2117,2021-01-19 00:25
2021-01-19 00:15:30,6,15,-109,2596,2021-01-20 17:23
2021-01-19 00:15:30,7,20,-139,3977,2021-01-22 18:08
2021-01-19 02:25:30,2,20,-132,3156,2021-01-22 11:08
2021-01-19 02:25:30,2,20,-132,3156,2021-01-22 11:08
2021-01-19 21:05:30,3,21,-121,3163,2021-01-22 12:44
2021-01-20 01:35:30,2,21,-119,3291,2021-01-22 13:39
2021-01-20 02:55:30,2,20,-119,3202,2021-01-22 14:11
2021-01-20 02:55:30,2,20,-119,3202,2021-01-22 14:11
2021-01-20 21:15:30,2,20,-107,3195,2021-01-22 11:32
2021-01-21 06:25:30,2,20,-102,3296,2021-01-22 10:15
2021-01-21 21:15:30,3,20,-95,3401,2021-01-22 07:41
2021-01-22 01:35:30,2,20,-92,3546,2021-01-22 06:40
2021-01-22 04:05:30,2,20,-90,3686,2021-01-22 05:09
2021-01-22 06:25:30,2,20,-89,3498,2021-01-22 03:02
2021-01-22 21:25:30,2,20,-81,3733,2021-01-22 01:07
2021-01-23 01:35:30,2,20,-79,3762,2021-01-22 00:52
2021-01-23 04:25:30,2,21,-78,3504,2021-01-22 00:28
2021-01-23 06:25:30,2,20,-76,3610,2021-01-21 23:46
2021-01-25 01:35:30,2,-1,-131,2565,2021-01-28 08:46
2021-02-04 21:35:30,1,-52,-90,3670,2021-02-04 21:19
2021-02-06 21:35:30,1,-30,-95,2745,2021-02-07 09:24
2021-02-07 01:35:30,1,-30,-93,2701,2021-02-07 08:27
2021-02-07 04:25:30,1,-30,-91,2768,2021-02-07 07:31
2021-02-07 06:25:30,1,-30,-90,3027,2021-02-07 06:56
2021-02-07 21:35:30,1,-30,-82,2938,2021-02-07 03:40
2021-02-08 01:35:30,1,-30,-80,3071,2021-02-07 02:34
2021-02-08 04:25:30,1,-30,-78,3015,2021-02-07 01:58
2021-02-08 06:25:30,1,-30,-77,2855,2021-02-07 01:42
2021-02-14 21:35:30,1,23,-129,2906,2021-02-18 01:13
2021-02-15 17:55:30,1,-24,-99,2240,2021-02-16 15:22
2021-02-15 17:55:30,2,23,-118,2995,2021-02-18 03:44
2021-02-16 00:55:30,1,-25,-97,4383,2021-02-16 17:16
2021-02-16 00:55:30,2,-23,-92,3595,2021-02-16 04:52
2021-02-16 00:55:30,3,23,-114,2890,2021-02-18 03:21
2021-02-16 21:35:30,1,23,-102,3026,2021-02-18 00:18
2021-02-18 21:35:30,1,24,-79,3606,2021-02-17 21:12
2021-02-19 01:35:00,2,24,-77,4205,2021-02-17 20:53
2021-03-02 01:35:00,1,-35,-114,3141,2021-03-04 04:11
2021-03-02 04:35:00,1,-35,-112,4149,2021-03-04 04:38
2021-03-04 21:35:00,1,-29,-126,2560,2021-03-07 20:48
2021-03-05 01:35:00,1,-29,-124,2511,2021-03-07 21:41
2021-03-05 04:35:00,1,-29,-122,2855,2021-03-07 21:50
2021-03-05 06:35:00,1,-29,-121,4893,2021-03-07 21:29
2021-03-05 21:35:00,3,20,-131,3172,2021-03-09 04:09
2021-03-06 01:35:00,3,21,-129,3355,2021-03-09 05:40
2021-03-06 04:35:00,4,20,-127,3361,2021-03-09 05:00
2021-03-06 06:35:00,3,21,-126,3393,2021-03-09 05:57
2021-03-06 21:35:00,1,-29,-98,2975,2021-03-07 16:29
2021-03-06 21:35:00,4,20,-118,3163,2021-03-09 07:08
2021-03-07 01:05:00,1,-29,-96,2696,2021-03-07 15:47
2021-03-07 01:05:00,4,20,-115,3235,2021-03-09 06:30
2021-03-07 04:35:00,1,-29,-94,2705,2021-03-07 14:36
2021-03-07 04:35:00,3,20,-113,3182,2021-03-09 06:38
2021-03-07 06:35:00,1,-29,-93,2571,2021-03-07 14:20
2021-03-07 06:35:00,3,-3,-139,3520,2021-03-11 01:07
2021-03-07 06:35:00,4,20,-112,3152,2021-03-09 06:30
2021-03-07 21:35:00,1,-29,-85,2650,2021-03-07 10:52
2021-03-07 21:35:00,3,19,-104,3366,2021-03-09 05:23
2021-03-08 01:35:00,1,-29,-83,2728,2021-03-07 10:09
2021-03-08 01:35:00,3,19,-102,3215,2021-03-09 04:13
2021-03-08 04:35:00,4,-28,-81,2781,2021-03-07 09:01
2021-03-08 04:35:00,7,13,-88,5388,2021-03-08 00:32
2021-03-08 04:35:00,8,19,-100,3409,2021-03-09 02:25
2021-03-08 06:05:00,1,-29,-81,2719,2021-03-07 09:29
2021-03-08 06:05:00,3,19,-99,3312,2021-03-09 03:01
2021-03-08 21:05:00,3,19,-90,3268,2021-03-08 21:27
2021-03-09 01:05:00,2,19,-88,3315,2021-03-08 20:12
2021-03-09 04:35:00,2,19,-85,3169,2021-03-08 18:08
2021-03-09 06:35:00,4,19,-85,3350,2021-03-08 18:52
2021-03-09 21:35:00,4,19,-76,3273,2021-03-08 14:15
2021-03-10 04:35:00,2,19,-141,3040,2021-03-14 01:46
2021-03-10 06:35:00,1,19,-138,3129,2021-03-13 22:32
2021-03-11 21:35:00,2,22,-138,3521,2021-03-15 14:08
2021-03-12 01:35:00,3,22,-134,3315,2021-03-15 11:45
2021-03-12 04:35:00,3,22,-132,3366,2021-03-15 12:19
2021-03-12 06:35:00,3,22,-130,3305,2021-03-15 12:10
2021-03-12 21:35:00,2,22,-120,3076,2021-03-15 11:38
2021-03-13 01:35:00,2,22,-118,3072,2021-03-15 12:03
2021-03-13 04:35:00,2,22,-117,3054,2021-03-15 12:21
2021-03-13 06:35:00,2,22,-115,3035,2021-03-15 11:55
2021-03-13 21:35:00,2,22,-106,3083,2021-03-15 09:59
2021-03-14 00:45:00,2,22,-106,3038,2021-03-15 11:30
2021-03-14 04:35:00,2,21,-102,3003,2021-03-15 07:55
2021-03-14 06:35:00,2,21,-102,2951,2021-03-15 08:39
2021-03-15 04:35:00,1,-41,-126,3653,2021-03-18 03:36
2021-03-15 04:35:00,4,21,-89,3076,2021-03-15 01:08
2021-03-15 06:35:00,1,-41,-126,3172,2021-03-18 05:02
2021-03-15 06:35:00,4,22,-88,3278,2021-03-15 03:03
2021-03-16 04:35:00,2,22,-76,2991,2021-03-14 20:35
2021-03-18 04:35:00,2,20,-112,4430,2021-03-20 04:17
2021-03-18 06:35:00,2,21,-111,2846,2021-03-20 04:04
2021-03-19 04:25:00,2,20,-99,2724,2021-03-20 00:07
2021-03-19 06:35:00,2,21,-98,3263,2021-03-19 23:49
2021-03-20 04:35:00,1,-30,-142,3355,2021-03-24 02:41
2021-03-20 04:35:00,2,22,-110,3077,2021-03-22 00:21
2021-03-20 04:35:00,3,21,-85,2886,2021-03-19 17:34
2021-03-20 06:35:00,1,-31,-140,3354,2021-03-24 01:23
2021-03-20 06:35:00,2,21,-107,2849,2021-03-21 19:51
2021-03-20 06:35:00,3,21,-84,2991,2021-03-19 16:26
2021-03-21 04:35:00,1,21,-94,2921,2021-03-21 14:00
2021-03-21 06:35:00,1,21,-94,2840,2021-03-21 15:13
2021-03-22 04:35:00,1,22,-82,3188,2021-03-21 11:22
2021-03-22 06:35:00,1,22,-82,3025,2021-03-21 11:12
2021-03-26 04:35:00,2,24,-84,2279,2021-03-25 14:26
2021-03-26 06:35:00,2,24,-83,2442,2021-03-25 13:38
2021-03-29 04:35:00,1,-29,-146,2783,2021-04-02 08:10
2021-03-29 06:05:00,1,-29,-144,2786,2021-04-02 06:46
2021-03-30 01:05:00,1,-30,-129,3155,2021-04-02 05:22
2021-03-30 01:05:00,1,-30,-129,3155,2021-04-02 05:22
2021-04-01 04:35:00,1,-30,-102,2866,2021-04-02 06:56
2021-04-01 06:35:00,1,-30,-101,2686,2021-04-02 07:28
2021-04-02 04:35:00,1,-30,-89,3125,2021-04-02 02:53
2021-04-02 06:35:00,1,-30,-88,3870,2021-04-02 03:01
2021-04-03 04:35:00,2,-31,-76,3540,2021-04-01 21:46
2021-04-05 04:35:00,1,-27,-115,2444,2021-04-07 09:53
2021-04-05 06:35:00,1,-27,-114,2421,2021-04-07 09:49
2021-04-09 04:35:00,4,24,-84,4471,2021-04-08 15:01
2021-04-11 04:35:00,1,-31,-107,2658,2021-04-12 17:14
2021-04-11 05:25:00,1,-31,-105,2503,2021-04-12 15:12
2021-04-12 04:35:00,1,-31,-94,5020,2021-04-12 14:04
2021-04-12 04:35:00,4,27,-98,2542,2021-04-12 23:06
2021-04-12 06:35:00,3,27,-97,2897,2021-04-12 22:44
2021-04-13 04:35:00,1,-23,-113,2630,2021-04-15 05:36
2021-04-13 06:35:00,1,-23,-111,2686,2021-04-15 04:47
2021-04-14 04:35:00,1,-24,-99,2867,2021-04-15 01:36
2021-04-15 04:35:00,1,-33,-130,4091,2021-04-18 09:11
2021-04-15 04:35:00,4,-23,-86,2992,2021-04-14 19:27
2021-04-15 06:35:00,3,-23,-85,2987,2021-04-14 18:00
2021-04-16 04:35:00,2,-18,-134,3242,2021-04-19 15:19
2021-04-16 06:35:00,2,-18,-131,3252,2021-04-19 13:39
2021-04-17 04:35:00,3,-18,-118,3635,2021-04-19 15:26
2021-04-17 06:35:00,3,-18,-117,3530,2021-04-19 15:13
2021-04-18 04:35:00,4,-19,-105,3455,2021-04-19 14:31
2021-04-18 06:35:00,4,-19,-104,3588,2021-04-19 13:50
2021-04-19 04:35:00,3,-19,-91,3315,2021-04-19 07:34
2021-04-19 06:35:00,3,-19,-90,3199,2021-04-19 07:33
2021-04-20 04:35:00,2,-17,-128,2779,2021-04-23 06:25
2021-04-20 04:35:00,3,-18,-78,3056,2021-04-19 01:08
2021-04-20 06:35:00,2,-17,-126,2769,2021-04-23 05:51
2021-04-20 06:35:00,3,-18,-77,3150,2021-04-19 01:40
2021-04-29 05:45:30,2,-19,-139,3304,2021-05-03 00:18
2021-05-01 04:25:30,1,-23,-133,3591,2021-05-04 13:27
2021-05-01 04:25:30,2,-19,-111,3097,2021-05-03 01:25
2021-05-01 06:25:31,1,-24,-133,3411,2021-05-04 16:03
2021-05-01 06:25:31,2,-18,-109,3113,2021-05-03 00:44
2021-05-02 04:35:00,1,-18,-97,3180,2021-05-02 20:14
2021-05-02 06:35:00,1,-18,-96,3185,2021-05-02 19:27
2021-05-03 04:35:00,1,-18,-84,3091,2021-05-02 13:49
2021-05-03 06:25:00,1,-18,-83,3091,2021-05-02 13:33
2021-05-04 04:35:00,2,19,-130,3688,2021-05-07 10:07
2021-05-04 06:35:00,2,19,-127,3668,2021-05-07 07:28
2021-05-05 04:35:00,2,19,-114,3391,2021-05-07 07:23
2021-05-05 06:35:00,2,19,-113,3345,2021-05-07 07:07
2021-05-06 04:35:00,2,19,-100,3278,2021-05-07 02:31
2021-05-06 06:35:00,2,19,-99,3261,2021-05-07 04:05
2021-05-07 04:35:00,2,19,-89,3332,2021-05-07 01:35
2021-05-07 06:35:00,3,19,-88,3223,2021-05-07 01:45
2021-05-08 05:25:00,25,-19,-76,1917,2021-05-06 21:47
2021-05-10 03:05:00,2,-18,-111,3266,2021-05-12 00:09
